Food_Code,Food_Name,Scientific_Name,Local_Name_Assamese,Local_Name_Bengali,Local_Name_English,Local_Name_Gujarati,Local_Name_Hindi,Local_Name_Kannada,Local_Name_Kashmiri,Local_Name_Khasi,Local_Name_Konkani,Local_Name_Malayalam,Local_Name_Manipuri,Local_Name_Marathi,Local_Name_Nepali,Local_Name_Oriya,Local_Name_Punjabi,Local_Name_Sanskrit,Local_Name_Tamil,Local_Name_Telugu,Local_Name_Urdu,Local_Name_Common_Name,Food_Group,Tags,OWL_Category
N001,"Chicken, poultry, leg, skinless",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry,nonveg,MeatFromChicken
N002,"Chicken, poultry, thigh, skinless",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry,nonveg,MeatFromChicken
N003,"Chicken, poultry, breast, skinless",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry,nonveg,MeatFromChicken
N004,"Chicken, poultry, wing, skinless",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry,nonveg,MeatFromChicken
N005,"Poultry, chicken, liver",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry,nonveg,MeatFromChicken
N006,"Poultry, chicken, gizzard",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry,nonveg,MeatFromChicken
N007,"Country hen, leg, with skin",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry,nonveg,MeatFromChicken
N008,"Country hen, thigh, with skin",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry,nonveg,MeatFromChicken
N009,"Country hen, breast, with skin",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry,nonveg,MeatFromChicken
N010,"Country hen, wing, with skin",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry,nonveg,MeatFromChicken
N011,"Duck, meat, with skin",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry,nonveg,MeatFromChicken
N012,"Emu, meat, skinless",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry,nonveg,MeatFromChicken
N013,"Guinea fowl, meat, with skin",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry,nonveg,MeatFromChicken
N014,"Pigeon, meat, with skin",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry,nonveg,MeatFromChicken
N015,"Quail, meat, skinless",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry,nonveg,MeatFromChicken
N016,"Turkey, leg, with skin",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry,nonveg,MeatFromChicken
N017,"Turkey, thigh, with skin",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry,nonveg,MeatFromChicken
N018,"Turkey, breast, with skin",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry,nonveg,MeatFromChicken
N019,"Turkey, wing, with skin",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poultry,nonveg,MeatFromChicken
O001,"Goat, shoulder, meat",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromGoat
O002,"Goat, chops",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromGoat
O003,"Goat, legs",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromGoat
O004,"Goat, brain",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromGoat
O005,"Goat, tongue",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromGoat
O006,"Goat, lungs",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromGoat
O007,"Goat, heart",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromGoat
O008,"Goat, liver",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromGoat
O009,"Goat, tripe",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromGoat
O010,"Goat, spleen",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromGoat
O011,"Goat, kidneys",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromGoat
O012,"Goat, tube (small intestine)",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromGoat
O013,"Goat, testis",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromGoat
O014,"Sheep, shoulder",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromGoat
O015,"Sheep, chops",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromGoat
O016,"Sheep, leg",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromGoat
O017,"Sheep, brain",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromGoat
O018,"Sheep, tongue",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromGoat
O019,"Sheep, lungs",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromGoat
O020,"Sheep, heart",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromGoat
O021,"Sheep, liver",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromGoat
O022,"Sheep, tripe",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromGoat
O023,"Sheep, spleen",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromGoat
O024,"Sheep, kidneys",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromGoat
O025,"Beef, shoulder",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromCattle
O026,"Beef, chops",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromCattle
O027,"Beef, round (leg)",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromCattle
O028,"Beef, brain",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromCattle
O029,"Beef, tongue",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromCattle
O030,"Beef, lungs",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromCattle
O031,"Beef, heart",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromCattle
O032,"Beef, liver",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromCattle
O033,"Beef, tripe",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromCattle
O034,"Beef, spleen",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromCattle
O035,"Beef, kidneys",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromCattle
O036,"Calf, shoulder",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromCattle
O037,"Calf, chops",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromCattle
O038,"Calf, round (leg)",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromCattle
O039,"Calf, brain",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromCattle
O040,"Calf, tongue",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromCattle
O041,"Calf, heart",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromCattle
O042,"Calf, liver",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromCattle
O043,"Calf, spleen",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromCattle
O044,"Calf, kidneys",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromCattle
O045,"Mithun, shoulder",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromCattle
O046,"Mithun, chops",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromCattle
O047,"Mithun, round (leg)",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromCattle
O048,"Pork, shoulder",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromPig
O049,"Pork, chops",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromPig
O050,"Pork, ham",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromPig
O051,"Pork, lungs",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromPig
O052,"Pork, heart",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromPig
O053,"Pork, liver",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromPig
O054,"Pork, stomach",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromPig
O055,"Pork, spleen",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromPig
O056,"Pork, kidneys",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromPig
O057,"Pork, tube (small intestine)",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromPig
O058,"Hare, shoulder",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromMammalianProduct
O059,"Hare, chops",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromMammalianProduct
O060,"Hare, leg",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromMammalianProduct
O061,"Rabbit, shoulder",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromMammalianProduct
O062,"Rabbit, chops",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromMammalianProduct
O063,"Rabbit, leg",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animal Meat,nonveg,MeatFromMammalianProduct
P001,Allathi,Elops machnata,NA,NA,Tenpounder,NA,NA,NA,NA,NA,NA,Valli poomeen,NA,Shonas,NA,Naum,NA,NA,Poomeen,Jinnagow,NA,NA,Marine Fish,fishetarian nonveg,NA
P002,Aluva,Parastromateus niger,NA,NA,Black pomfret,Halwa,NA,Thondrotte,NA,NA,Halwa,Karuvolli,NA,Halwa,NA,NA,NA,NA,Vellaivaval,Nallachanduva,NA,NA,Marine Fish,fishetarian nonveg,NA
P003,Anchovy,Stolephorus indicus,NA,NA,Indian anchovy,NA,NA,NA,NA,NA,NA,Conetholi,NA,Dindus,NA,NA,NA,NA,Tamil Nethilli,Nattoo,NA,NA,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P004,Ari fish,Aprion virescens,NA,NA,Green jobfish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P005,Betki,Lates calcarifer,NA,Bhekti,Barramundi,Bekti,NA,Keliji,NA,NA,NA,Narimeen,NA,Khajura,NA,Durruah,NA,NA,Painnee meen,Pandu kopah,NA,NA,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P006,Black snapper,Macolor niger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P007,Bombay duck,Harpadon nehereus,NA,Nehare,Bummalo,Bumla,NA,NA,NA,NA,NA,NA,NA,Bunmalo,NA,Bombil,NA,NA,Vangaravasi,Cucah sawahri,NA,Lizardfish,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P008,Bommuralu,Muraenesox cinerius,NA,NA,Daggertooth pike conger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eel,Marine Fish,fishetarian nonveg,NA
P009,Cat fish,Tachysurus thalassinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P010,Chakla,Rachycentron canadum,NA,NA,Cobia,Modasa,NA,NA,NA,NA,NA,Neimeen,NA,Muddus,NA,NA,NA,NA,Cuddul verarl,Peddah mottah,NA,Perciform marine fish,Marine Fish,fishetarian nonveg,MeatFromMammalianProduct
P011,Chappal,Aluterus monoceros,NA,NA,Unicorn leatherjacket,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Filefish,Marine Fish,fishetarian nonveg,MeatFromMammalianProduct
P012,Chelu,Elagatis bipinnulata,NA,NA,Rainbow runner,NA,NA,NA,NA,NA,NA,Poomeen,NA,NA,NA,NA,NA,NA,Kulkul,NA,NA,Pelagic marine fish,Marine Fish,fishetarian nonveg,MeatFromMammalianProduct
P013,Chembali,Lutjanus quinquelineatus,NA,NA,Five lined snapper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snapper,Marine Fish,fishetarian nonveg,MeatFromMammalianProduct
P014,Eri meen,Pristipomoides filamentosus,NA,NA,Crimson jobfish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snapper,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P015,Gobro,Epinephelus diacanthus,NA,NA,Coral Cod,NA,NA,Guri,NA,NA,Gobri,Kalawa,NA,Gobra,NA,NA,NA,NA,Kalava,NA,NA,Serranid fish,Marine Fish,fishetarian nonveg,NA
P016,Guitar fish,Rhinobatus prahli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P017,Hilsa,Tenualosa ilisha,Elish,Ilishmach,Ilish,Chaski,Hilsa,Palasa,NA,NA,NA,Paluva,NA,Palva,NA,Ilisha,NA,NA,Karuva ullam,Palasah,NA,Herring,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P018,Jallal,Arius sp.,NA,NA,Arius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Catfish,Marine Fish,fishetarian nonveg,NA
P019,Jathi vela meen,Lethrinus lentjan,NA,NA,Pig face Bream,NA,NA,NA,NA,NA,NA,Pullivelameen,NA,NA,NA,NA,NA,NA,Valamin,Karua,NA,Emperor fish,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P020,Kadal bral,Synodus indicus,NA,NA,Indian lizardfish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lizardfish,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P021,Kadali,Nemipterus mesoprion,NA,NA,Redfilament Threadfin bream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P022,Kalamaara,Leptomelanosoma indicum,NA,NA,Indian threadfin,Dara,NA,Vahmeenu,NA,NA,NA,Thamuthi,NA,Dara,NA,NA,NA,NA,Thiravalai,Podikimaga,NA,Coastal fish,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P023,Kalava,Epinephelus coioides,NA,NA,Orange spotted grouper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine Fish,fishetarian nonveg,NA
P024,Kanamayya,Lutjanus rivulatus,NA,NA,Blubberlip snapper,NA,NA,NA,NA,NA,NA,Kathupiriyan,NA,NA,NA,NA,NA,NA,Cuttu pirium,NA,NA,Snapper,Marine Fish,fishetarian nonveg,NA
P025,Kannadi paarai,Alectis indicus,NA,NA,Diamond trevally,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Coastal marine fish,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P026,Karimeen,Etroplus suratensis,NA,NA,Green chromide,NA,NA,Elimeenu,Pitul,NA,Kalunder,Karimeen,NA,NA,NA,Cundahle,NA,NA,Seththa Kendai,Cashi mara,NA,Cichlid fish,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P027,Karnagawala,Anchoa hepsetus,NA,NA,Broad striped anchovy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine Fish,fishetarian nonveg,NA
P028,Kayrai,Thunnus albacores,NA,NA,Yellowfin tuna,Gedar,NA,NA,NA,NA,Bokado,Poovan choora,NA,Kuppa,NA,NA,NA,NA,Soccer,NA,NA,Tuna,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P029,Kiriyan,Atule mate,NA,NA,Yellowtail scad,NA,NA,Gondlu,NA,NA,NA,Para,NA,NA,NA,NA,NA,NA,Pulli Parai,Manjal Parai,NA,Small inshore marine fish,Marine Fish,fishetarian nonveg,NA
P030,Kite fish,Mobula kuhlii,NA,NA,Shortfin devil ray,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ray,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P031,Korka,Terapon jarbua,NA,Boorgooni,Crescent grunter,Garangeta,NA,Gore,NA,NA,NA,Kotha,NA,Naveri Hajam,NA,Gahnu,NA,NA,Mattakkeechan,Baikeeli,NA,Grunter,Marine Fish,fishetarian nonveg,NA
P032,Kulam paarai,Carangoides fulvoguttatus,NA,NA,Yellowspotted trevally,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large inshore marine fish,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P033,Maagaa,Polynemus plebeius,NA,NA,Striped threadfin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine fish,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P034,Mackerel,Rastrelliger kanagurta,NA,NA,Indian mackerel,Bangada,NA,Bangda,NA,NA,Bangada,Ayila,NA,Kaulagedar,NA,Karan kita,NA,NA,Kanangeluthi,Kannangadatha,NA,Mackerel,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P035,Manda clathi,Naso reticulatus,NA,NA,Reticulated unicornfish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine Fish,fishetarian nonveg,NA
P036,Matha,Acanthurus mata,NA,NA,Elongate surgeonfish,NA,NA,NA,NA,NA,NA,Pala,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine tropical fish,Marine Fish,fishetarian nonveg,NA
P037,Milk fish,Chanos chanos,NA,NA,Milkfish,NA,NA,Humeen,NA,NA,NA,Poomeen,NA,NA,NA,NA,NA,NA,Pal kendai,Pallabontha,NA,NA,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P038,Moon fish,Mene maculata,NA,NA,Moonfish,Vaniani,NA,Hakkimeen,NA,NA,NA,Ambattan parah,NA,NA,NA,NA,NA,NA,Ambutan parah,NA,NA,Perch fish,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P039,Mullet,Mugil cephalus,NA,Ain,Flathead grey mullet,Bhomat,NA,Mala,NA,NA,NA,Tirutha,NA,Boi,NA,NA,NA,NA,Madavai,Kathiparega,NA,Food fish,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P040,Mural,Tylosurus crocodilus crocodilus,NA,NA,Houndfish,NA,NA,NA,NA,NA,NA,Oola,NA,Tol,NA,NA,NA,NA,Pahmum kolah,Wahlah kuddera,NA,Game fish,Marine Fish,fishetarian nonveg,NA
P041,Myil meen,Istiophorus platypterus,NA,NA,Indo Pacific sailfish,Tadmachhi,NA,NA,NA,NA,NA,Ola meen,NA,Tadmasa,NA,NA,NA,NA,NA,NA,NA,Sailfish,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P042,Nalla bontha,Epinephelus sp.,NA,NA,Giant Rock Cod,Wekhali,NA,Gopra,NA,NA,Gobri,Kalawa,NA,Gobra,NA,Bhala,NA,NA,Punni calawah,Bontha,NA,Large serranid fish,Marine Fish,fishetarian nonveg,NA
P043,Narba,Caranx sexfasciatus,NA,NA,Bigeye trevally,Bangada,NA,Gondlu,NA,NA,NA,Maduthala,NA,Kala Bangada,NA,NA,NA,NA,NA,NA,NA,Large marine fish,Marine Fish,fishetarian nonveg,NA
P044,Paarai,Caranx heberi,NA,NA,Blacktip trevally,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Large marine fish,Marine Fish,fishetarian nonveg,MarineProductOrSeafood
P045,Padayappa,Canthidermis maculata,NA,NA,Rough triggerfish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Triggerfish,Marine Fish,fishetarian nonveg,NA
P046,Pali kora,Panna microdon,NA,NA,Panna croaker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine Fish,fishetarian nonveg,NA
P047,Pambada,Lepturacanthus savala,NA,NA,Savalai hairtail,Patti,NA,Pambole,NA,NA,Bale,Vellasavala,NA,Baia,NA,NA,NA,NA,Chavalai,Nadippussavallu,NA,Snapper,Marine Fish,fishetarian nonveg,NA
P048,Pandukopa,Pseudosciaena manchurica,NA,NA,Larimichthys polyactis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Croaker,Marine Fish,fishetarian nonveg,NA
