Food_Code,Food_Name,Scientific_Name,Local_Name_Assamese,Local_Name_Bengali,Local_Name_English,Local_Name_Gujarati,Local_Name_Hindi,Local_Name_Kannada,Local_Name_Kashmiri,Local_Name_Khasi,Local_Name_Konkani,Local_Name_Malayalam,Local_Name_Manipuri,Local_Name_Marathi,Local_Name_Nepali,Local_Name_Oriya,Local_Name_Punjabi,Local_Name_Sanskrit,Local_Name_Tamil,Local_Name_Telugu,Local_Name_Urdu,Local_Name_Common_Name,Food_Group,Tags,OWL_Category
C030,"Pumpkin leaves, tender",Cucurbita maxima,Rongalao paat,Kumra shak,NA,Kolam na pan,Kumhra sag,Kumbale soppu,Aal kaniji,Sla pathaw,NA,Manthan elakai,Mairen mana,Bhopla chipan,NA,Khakaru saga,Petha de pate,NA,Parangi ilai,Gummadi akulu,Kaddu ka patta.,NA,Green Leafy Vegetables,vegetarian eggetarian fishetarian veg,LeafySaladAndSeaVegetables
C031,Radish leaves,Raphanus sativus,Dherua,Mulo shak,NA,Muda na pan,Muli ka sag,Mullangi soppu,Mooji Hakh,Sla muli,NA,Mullangi ilaigal,Hangham mula,Mula ka sag,Moolaa ko saag,Mula ka sag,Muli di patte,NA,Mullangi ilai,Mullangi akulu,Muli ka patta..,NA,Green Leafy Vegetables,vegetarian eggetarian fishetarian veg,LeafySaladAndSeaVegetables
C032,Rumex leaves,Rumex patientia,Suka sak,Bun palung,NA,Ambada (sorrel),NA,Chukki soppu,NA,NA,NA,NA,NA,Amlavetasa,NA,NA,NA,Amlavetasa,NA,NA,Tukhm hummaz.,NA,Green Leafy Vegetables,vegetarian eggetarian fishetarian veg,LeafySaladAndSeaVegetables
C033,Spinach,Spinacia oleracea,Paleng,Palong shak,NA,Palak ni bhaji,Palak,Spinak soppu,Palak,Palong heh,NA,Basala cheera,Palak,Palak,Paalungo ko Saag,Palang sag,Palak,Paalakya,Pasalai keerai,Palakoora,Palak.,NA,Green Leafy Vegetables,vegetarian eggetarian fishetarian veg,LeafySaladAndSeaVegetables
C034,"Tamarind leaves, tender",Tamarindus indica,Teteli paat,Tetul pata,NA,Amli na pan,NA,NA,NA,Sla sohkyntoi.,NA,NA,Mange Mana,Chinchecha pala,NA,Tentuli,Imli patte,NA,Puliam ilaigal,Chinta chiguru,NA,NA,Green Leafy Vegetables,vegetarian eggetarian fishetarian veg,LeafySaladAndSeaVegetables
D001,Ash gourd,Benincasa hispida,Kumura,Chalkumra,Wax gourd,Bhuru kodu,Petha,Budagumbala,Aal,Pathaw iiwbih,NA,Kumbalanga,Torbot,Kohala,Kubhindo,Panikakharu,Petha,NA,Venpoosani,Boodida gummadi,Peta.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,CucumbersGourdsAndSquashes
D002,"Bamboo shoot, tender",Bambusa vulgaris,Bahgaj,Bansber ankur,Bamboo sprouts,Lilo vans,Baans,Baimbale,NA,Ka lung siej,NA,Mulankoombu,Soidon,Kalkipan,NA,Bhet ki lakdi,Baans,NA,Moongil kuruthu,Veduru chiguru,Bhet ki lakdi.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,CucumbersGourdsAndSquashes
D003,"Bean scarlet, tender",Phaseolus coccineus,Lesera mah,NA,Runner bean,Chodi,Sem,NA,Hyambi,U buri,NA,NA,Hawai Ashaangbi,NA,NA,NA,Sem fali.,NA,NA,NA,NA,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,CucumbersGourdsAndSquashes
D004,"Bitter gourd, jagged, teeth ridges, elongate",Momordica charantia,Kerela,Korola,Bitter melon,Karela,Karela,Hagal kai,Karela,Kerela heh,NA,Kaippakka,Karon Akhabi,Karle,Tite karela,Kalara,Karela,Tillikaa,Paavakkai,Kakara kaya,Karela.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,CucumbersGourdsAndSquashes
D005,"Bitter gourd, jagged, teeth ridges, short",Momordica charantia,Kerela,Uchhe,Bitter melon,Marela,Karela,Hagal kai,Karela,Kerela rit,NA,Kaippakka,Karon Akhabi,Karle,Tite karela,Kalara,Karela,Tillikaa,Paavakkai,Kakara kaya,Karela.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,CucumbersGourdsAndSquashes
D006,"Bitter gourd, jagged, smooth ridges, elongate",Momordica charantia,Kerela,Korola,Bitter melon,Karela,Karela,Hagal kai,Karela,Kerela,NA,Kaippakka,Karon Akhabi,Karle,Tite karela,Kalara,Karela,Tillikaa,Paavakkai,Kakara kaya,Karela.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,CucumbersGourdsAndSquashes
D007,"Bottle gourd, elongate, pale green",Lagenaria vulgaris,Jatilao,Lau,Calabash,Dudhi,Lowki,Sorekai,Zeeth aal,U klong,NA,Cheranga,Khongdrum,Pandhara,Lauka,Lau,Kadu,Kaarabellam,Suraikkai,Sorrakaya,Lowki.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,CucumbersGourdsAndSquashes
D008,"Bottle gourd, round, pale green",Lagenaria vulgaris,Jatilao,Lau,Calabash,Dudhi,Lowki,Sorekai,Gool aal,U klong heh,NA,Cheranga,Khongdrum,Pandhara,Lauka,Lau,Kdu,Kaarabellam,Suraikkai,Sorrakaya,Lowki.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,CucumbersGourdsAndSquashes
D009,"Bottle gourd, elongate, dark green",Lagenaria vulgaris,Jatilao,Lau,Calabash,Dudhi,Lowki,Sorekai,Zeth aal,Klong jrong,NA,Cheranga,Khongdrum,Pandhara,Lauka,Lau,Kadu,Kaarabellam,Suraikkai,Sorrakaya.,Lowki,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,CucumbersGourdsAndSquashes
D010,Brinjal-1,Solanum melongena,Bengena,Begun,Eggplant,Ringna,Baingan,Badane,Wagun,Sohbaingon jyrngam,NA,Vazhuthiniga,Lam Khamen,Vange,Bhantaa,Baigan,Baigan,Vruntaakam,Kathirikkai,Vankaya,Baigan.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,CucumbersGourdsAndSquashes
D011,Brinjal-2,Solanum melongena,Bengena,Begun,Eggplant,Ringna,Baingan,Badane,Wagun,Sohbaingon jyrngam,NA,Vazhuthiniga,Lam Khamen,Vange,Bhantaa,Baigan,Baigan,Vruntaakam,Kathirikkai,Vankaya,Baigan.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,CucumbersGourdsAndSquashes
D012,Brinjal-3,Solanum melongena,Bengena,Begun,Eggplant,Ringna,Baingan,Badane,Wagun,Sohbaingon jyrngam,NA,Vazhuthiniga,Lam Khamen,Vange,Bhantaa,Baigan,Baigan,Vruntaakam,Kathirikkai,Vankaya,Baigan.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,CucumbersGourdsAndSquashes
D013,Brinjal-4,Solanum melongena,Bengena,Begun,Eggplant,Ringna,Baingan,Badane,Wagun,Sohbaingon jyrngam,NA,Vazhuthiniga,Lam Khamen,Vange,Bhantaa,Baigan,Baigan,Vruntaakam,Kathirikkai,Vankaya,Baigan.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,CucumbersGourdsAndSquashes
D014,Brinjal-5,Solanum melongena,Bengena,Begun,Eggplant,Ringna,Baingan,Badane,Wagun,Sohbaingon jyrngam,NA,Vazhuthiniga,Lam Khamen,Vange,Bhantaa,Baigan,Baigan,Vruntaakam,Kathirikkai,Vankaya,Baigan,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,CucumbersGourdsAndSquashes
D015,Brinjal-6,Solanum melongena,Bengena,Begun,Eggplant,Ringna,Baingan,Badane,Wagun,Sohbaingon jyrngam,NA,Vazhuthiniga,Lam Khamen,Vange,Bhantaa,Baigan,Baigan,Vruntaakam,Kathirikkai,Vankaya,Baigan,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,CucumbersGourdsAndSquashes
D016,Brinjal-7,Solanum melongena,Bengena,Begun,Eggplant,Ringna,Baingan,Badane,Wagun,Sohbaingon jyrngam,NA,Vazhuthiniga,Lam Khamen,Vange,Bhantaa,Baigan,Baigan,Vruntaakam,Kathirikkai,Vankaya,Baigan,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,CucumbersGourdsAndSquashes
D017,Brinjal-8,Solanum melongena,Bengena,Begun,Eggplant,Ringna,Baingan,Badane,Wagun,Sohbaingon jyrngam,NA,Vazhuthiniga,Lam Khamen,Vange,Bhantaa,Baigan,Baigan,Vruntaakam,Kathirikkai,Vankaya,Baigan.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,CucumbersGourdsAndSquashes
D018,Brinjal-9,Solanum melongena,Bengena,Begun,Eggplant,Ringna,Baingan,Badane,Wagun,Sohbaingon jyrngam,NA,Vazhuthiniga,Lam Khamen,Vange,Bhantaa,Baigan,Baigan,Vruntaakam,Kathirikkai,Vankaya,Baigan.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,BulbAndStemVegetables
D019,Brinjal-10,Solanum melongena,Bengena,Begun,Eggplant,Ringna,Baingan,Badane,Wagun,Sohbaingon jyrngam,NA,Vazhuthiniga,Lam Khamen,Vange,Bhantaa,Baigan,Baigan,Vruntaakam,Kathirikkai,Vankaya,Baigan.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,BulbAndStemVegetables
D020,Brinjal-11,Solanum melongena,Bengena,Begun,Eggplant,Ringna,Baingan,Badane,Wagun,Sohbaingon jyrngam,NA,Vazhuthiniga,Lam Khamen,Vange,Bhantaa,Baigan,Baigan,Vruntaakam,Kathirikkai,Vankaya,Baigan.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,BulbAndStemVegetables
D021,Brinjal-12,Solanum melongena,Bengena,Begun,Eggplant,Ringna,Baingan,Badane,Wagun,Sohbaingon jyrngam,NA,Vazhuthiniga,Lam Khamen,Vange,Bhantaa,Baigan,Baigan,Vruntaakam,Kathirikkai,Vankaya,Baigan.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,BulbAndStemVegetables
D022,Brinjal-13,Solanum melongena,Bengena,Begun,Eggplant,Ringna,Baingan,Badane,Wagun,Sohbaingon jyrngam,NA,Vazhuthiniga,Lam Khamen,Vange,Bhantaa,Baigan,Baigan,Vruntaakam,Kathirikkai,Vankaya,Baigan.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,BulbAndStemVegetables
D023,Brinjal-14,Solanum melongena,Bengena,Begun,Eggplant,Ringna,Baingan,Badane,Wagun,Sohbaingon jyrngam,NA,Vazhuthiniga,Lam Khamen,Vange,Bhantaa,Baigan,Baigan,Vruntaakam,Kathirikkai,Vankaya,Baigan.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,BulbAndStemVegetables
D024,Brinjal-15,Solanum melongena,Bengena,Begun,Eggplant,Ringna,Baingan,Badane,Wagun,Sohbaingon jyrngam,NA,Vazhuthiniga,Lam Khamen,Vange,Bhantaa,Baigan,Baigan,Vruntaakam,Kathirikkai,Vankaya,Baigan.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,BulbAndStemVegetables
D025,Brinjal-16,Solanum melongena,Bengena,Begun,Eggplant,Ringna,Baingan,Badane,Wagun,Sohbaingon jyrngam,NA,Vazhuthiniga,Lam Khamen,Vange,Bhantaa,Baigan,Baigan,Vruntaakam,Kathirikkai,Vankaya,Baigan.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,BulbAndStemVegetables
D026,Brinjal-17,Solanum melongena,Bengena,Begun,Eggplant,Ringna,Baingan,Badane,Wagun,Sohbaingon jyrngam,NA,Vazhuthiniga,Lam Khamen,Vange,Bhantaa,Baigan,Baigan,Vruntaakam,Kathirikkai,Vankaya,Baigan.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,BulbAndStemVegetables
D027,Brinjal-18,Solanum melongena,Bengena,Begun,Eggplant,Ringna,Baingan,Badane,Wagun,Sohbaingon jyrngam,NA,Vazhuthiniga,Lam Khamen,Vange,Bhantaa,Baigan,Baigan,Vruntaakam,Kathirikkai,Vankaya,Baigan.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,BulbAndStemVegetables
D028,Brinjal-19,Solanum melongena,Bengena,Begun,Eggplant,Ringna,Baingan,Badane,Wagun,Sohbaingon jyrngam,NA,Vazhuthiniga,Lam Khamen,Vange,Bhantaa,Baigan,Baigan,Vruntaakam,Kathirikkai,Vankaya,Baigan.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,BulbAndStemVegetables
D029,Brinjal-20,Solanum melongena,Bengena,Begun,Eggplant,Ringna,Baingan,Badane,Wagun,Sohbaingon jyrngam,NA,Vazhuthiniga,Lam Khamen,Vange,Bhantaa,Baigan,Baigan,Vruntaakam,Kathirikkai,Vankaya,Baigan.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,BulbAndStemVegetables
D030,Brinjal-21,Solanum melongena,Bengena,Begun,Eggplant,Ringna,Baingan,Badane,Wagun,Sohbaingon jyrngam,NA,Vazhuthiniga,Lam Khamen,Vange,Bhantaa,Baigan,Baigan,Vruntaakam,Kathirikkai,Vankaya,Baigan.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,BulbAndStemVegetables
D031,Brinjal - all varieties,Solanum melongena,Bengena,Begun,Eggplant,Ringna,Baingan,Badane,Wagun,Sohbaingon jyrngam,NA,Vazhuthiniga,Lam Khamen,Vange,Bhantaa,Baigan,Baigan,Vruntaakam,Kathirikkai,Vankaya,Baigan.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,BulbAndStemVegetables
D032,Broad beans,Vicia faba,Urahi,Makhon shim,Fava bean,Fafda papdi,Bakla,Chkaooaradavare,Thool Haymbe,Ri majai,NA,Amarakka,NA,Ghewda,NA,Simba,NA,NA,Avarai,Pedda chikkudu.,NA,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,PulsesAndLegumes
D033,"Capsicum, green",Capsicum annuum,Kashmiri jalakia,Lanka (bilathi),NA,Bhuler marcha,Shimla mirch,Donnmena-sinakayi,Shimla marchwangan,Sohmynken jhur jyrngam,NA,Undamulagu,NA,Bhoplimirchi,NA,Shimla Lanka,Shimle-di-mirchi,NA,Koda milagai,Shimla mirchi,Shimla mirchi.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,ChilliesAndCapsicums
D034,"Capsicum, red",Capsicum annuum,Kashmiri jalakia,Lanka (bilathi),NA,Bhuler marcha,Shimla mirch,Donnmena- sinakayi,Shimla marchwangan,Sohmynken jhur jyrngam,NA,Undamulagu,NA,Bhoplimirchi,NA,Shimla Lanka,Shimle-di-mirchi,NA,Koda milagai,Shimla mirchi,Shimla mirchi.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,ChilliesAndCapsicums
D035,"Capsicum, yellow",Capsicum annuum,Kashmiri jalakia,Lanka (bilathi),NA,Bhuler marcha,Shimla mirch,Donnmena-sinakayi,Shimla marchwangan,Sohmynken jhur stem,NA,Undamulagu,NA,Bhoplimirchi,NA,Shimla Lanka,Shimle-di-mirchi,NA,Koda milagai,Shimla mirchi,Shimla mirchi.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,ChilliesAndCapsicums
D036,Cauliflower,Brassica oleracea,Phul kobi,Phul kopi,NA,Fulawar,Phul gobi,Hukosu,Phoolgobi,Phul kubi,NA,Cauliflower,Kobithamchetmai,Phul gobi,Kauli,Phul Kobi,Phul gobi,Gojihvaa,Pookosu,Go puvvu,Phul gobi.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,MiscellaneousVegetables
D037,Celery stalk,Apium graveolens,NA,Randhuni,NA,Celery daandi,Ajmud,NA,NA,Dieng seleri,NA,NA,NA,NA,NA,NA,NA,NA,Sivarikkeerai.,NA,NA,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,BulbAndStemVegetables
D038,Cho-cho-marrow,Sechium edule,Squash,NA,Cho cho marrow,NA,Cho-cho-marrow,Cho-cho-marrow,NA,Biskot,NA,Cho-cho-marrow,Dasakusa,Cho cho sara,NA,Phuti kakudi,NA,NA,Chow-chow.,NA,NA,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,MiscellaneousVegetables
D039,Cluster beans,Cyamopsis tetragonobola,Mah,Jhar sim,Guar,Govar,Gaur-ki-phalli,Gori koyi,Hyambi,NA,NA,Kothavara,NA,Govari,NA,Guanra chhuin,Guarae-di-faliya,NA,Kothavaranga,Goruchikkudu,Gavar ki palli.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,"French Beans, Country"
D040,"Colocasia, stem, black",Colocasia antiquorum,kosu thari,Kochur loti,NA,NA,Arwi-ki-dandi,Kesu danthu,NA,Kawang iong,NA,Chembin thandu,Paan Makhok,Alu-che-dath,NA,Sarunada,Arbi de dande,NA,Seppanthandu,Chama kada,Arwi ke kade.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,BulbAndStemVegetables
D041,"Colocasia, stem, green",Colocasia antiquorum,Kosu thari,Kochur loti,NA,NA,Arwi-ki-dandi,Kesu danthu,NA,Ka wang jyrngam,NA,Chembin thandu,Paan Makhok,Alu-che-dath,NA,Sarunada,Arbi de dande,NA,Seppanthandu,Chama kada,Arwi ke kade.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,BulbAndStemVegetables
D042,"Corn, Baby",Zea mays,NA,NA,NA,NA,NA,NA,Makai,Riewhadem lung,NA,NA,Chujaak,NA,NA,NA,Shoti shalli.,NA,NA,NA,NA,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,Cereals
D043,"Cucumber, green, elongate",Cucumis sativus,Tiyoh,Sosha,NA,Kakdi,Kheera,Southe kayi,Laar,Sohkhia,NA,Vellarikka,Thabi,Kakadi,Kakro,Kakudi,Khira,Patolah,Vellarikkai,Dosa kaya,Kheera.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,CucumbersGourdsAndSquashes
D044,"Cucumber, green, short",Cucumis sativus,Tiyoh,Sosha,NA,Kakdi,Kheera,Southe kayi,Laar,Sohkhia,NA,Vellarikka,Thabi,Kakadi,Kakro,Kakudi,Khira,Patolah,Vellarikkai,Dosa kaya,Kheera.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,CucumbersGourdsAndSquashes
D045,"Cucumber, orange, round",Cucumis sativus,Tiyoh,Sosha,NA,Kakdi,Kakadi,Southe kayi,Laar,Sohkhia pyllon,NA,Vellarikka,NA,Kakadi,Kakro,Kakudi,Khira,Patolah,Vellarikkai,Dosa kaya,Kheera.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,CucumbersGourdsAndSquashes
D046,Drumstick,Moringa oleifera,Sajina,Sajna danta,Horseradish,Saragavo,Saijan-ki-phalli,Nugga kayi,NA,Dieng sajana,NA,Muringakkai,Sajana,Shevanga sheng,NA,Sajana chhuin,Suhanjana di phalliya,NA,Murungakkai,Mulakaada,Sujne ki palli.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,MiscellaneousVegetables
D047,"Field beans, tender, broad",Vicia faba,Urohi,Shim,Common bean,Valpapdi,Sem,Avare,Hyambi,Ri majai,NA,Avar,NA,Papta,NA,Baragudi,NA,NA,Vidaiavarai,Chikkudu ginjalu,Sem ki palli.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,PulsesAndLegumes
D048,"Field beans, tender, lean",Vicia faba,Urohi,Shim,Common bean,Valpapdi,Sem,Avare,Hyambi,Ri majai,NA,Avar,NA,Papta,NA,Baragudi,NA,NA,Vidaiavarai,Chikkudu ginjalu,Sem ki palli.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,PulsesAndLegumes
D049,"French beans, country",Phaseolus vulgaris,French bean,NA,Green beans,Fansi,Bakla,Huruli kayi,Hyambi,Presbin phyrngop,NA,Beans,NA,Pharasebee,Ghiu Simi,Beans,Fras bean,NA,Vidaiavarai,Sannachikkudu,Beans.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,"French Beans, Country"
D050,"French beans, hybrid",Phaseolus vulgaris,French bean,NA,Green beans,Fansi,Bakla,Huruli kayi,Hyambi,Presbin,NA,Beans,NA,Pharasebee,Ghiu Simi,Beans,Fras bean,NA,Vidaiavarai,Sannachikkudu,Beans.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,"French Beans, Hybrid"
D051,"Jack fruit, raw",Artocarpus heterophyllus,Kothal,Kanthal,Jackfruit,Phanas,Kathal,Halasu,Bindu,Soh phan,NA,Chakka,Theibong,Phanas,Katahar,Panasa,Kathal ki beej,Panasa,Palapazham,Panasa,Kathahal.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,Fruit
D052,"Jack fruit, seed, mature",Artocarpus heterophyllus,Kothal guti,Kanthal,Jackfruit,Phanas,Kathal,Halasu,Bindu,Shyieng soh phan,NA,Chakka,Theibong Maru,Phanas,Katahar,NA,Kathal,Panasa,Palakkottai,Panasa,Kathahal.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,NutsAndSeeds
D053,Knol - Khol,Brassica oleracea,Oolkobi,Olkopi,Wild cabbage,Nol-kol,Kohl-rabi,Noolkol,Monjh haak,Phan kubi,NA,Noolkol,Kobi Maru Kabi,Nol-kol,Gyathkopi,Ulkobi,Ganth gobi,NA,Knoolkol,Noolkol.,NA,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,BulbAndStemVegetables
D054,"Kovai, big",Coccinia cordifolia,Kunduli,Telakucha,Ivy gourd,Ghole gluru,Konduri,Tondekayi,NA,Jhur thliem,NA,Kova kai,NA,Tondale,NA,Kunduru,NA,NA,Kova kai,Donda kaya,Tindli.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,BulbAndStemVegetables
D055,"Kovai, small",Coccinia cordifolia,Kunduli,Telakucha,Ivy gourd,Ghole gluru,Konduri,Tondekayi,NA,Jhur thliem,NA,Kova kai,NA,Tondale,NA,Kunduru,NA,NA,Kova kai,Donda kaya,Tindli.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,BulbAndStemVegetables
D056,Ladies finger,Abelmoschus esculentus,Bhendi,Dherosh,Okra,Bhinda,Bhindi,Bende,Bindi,bindi,NA,Vendakkai,Belandri,Bhendi,Ramtoriya,Bhendi,Bhindi,Bhindikaa,Vendaikkai,Bendakaya,Bhendi.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,MiscellaneousVegetables
D057,"Mango, green, raw",Mangifera indica,Keasa aam,Aam (kancha),NA,Ambo,Katcha Aam,Mavinakayi,Kach Aamb,Soh pieng im,NA,Manga,Heinou Ashangba,Amba,NA,Ambu (kacha),Kaccha aam,NA,Mangai,Mamidikaya,Kaccha aam.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,Fruit
D058,"Onion, stalk",Allium cepa,Piyaj paat,Piyaz kali,Spring onion,Dunglina dakkadi (Onion dakkadi),Pyaz,Erulli soppu,Pichiganda,Sla piat,NA,Ulli thandu,Tilhou mana,Pati,Chhayapi ko Saag,Piaja sandha,Hare pyaaz,NA,Vengaya thaal,Ulli kadalu,Hari pyaaz.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,MiscellaneousVegetables
D059,"Papaya, raw",Carica papaya,Kesa omita,Pempe (Kacha),Papaw,Papayi,Katcha pepita,Parangi,Papita,Soh kymphor im,Dudde,Omakaya,Awathabi Ashangba,Papaya,NA,Amrutabhanda,Katcha Pepita,NA,Pappalikkaai,Boppayi kaya,Papaya.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,Fruit
D060,Parwar,Trichosanthes dioica,Potol,Potol,Pointed gourd,Padval,Parwal,Mara thonde,NA,Patol rit,NA,Kovakkai,NA,Parwar,NA,Potala,Parwal,NA,NA,Kommu potla,Parwal.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,MiscellaneousVegetables
D061,"Peas, fresh",Pisum sativum,Matar mah,Motor shuti,NA,NA,Matar,NA,Matar,Mator,NA,NA,Hawai tharaak,Vatana,NA,Matara,Hare matar,NA,Paccha pattani.,Batani,NA,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,PulsesAndLegumes
D062,"Plantain, flower",Musa x paradisiaca,Koldil,Mocha,Banana flower,Kel phool,Kele-ka phool,Bale motho,NA,Pashor kait,NA,Vazhapoo,Lafu Tharo,Kel phool,NA,Kadali bhanda,Kele-da-phool,NA,Vazhapoo,Arati puvvu,Kela ka phool.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,EdibleFlowers
D063,"Plantain, green",Musa x paradisiaca,Kaskol/Purakol,Kela (kanch),Cooking banana,Kela,Kele (hara),Bale kayi,Kham kael,Kait im,NA,Vazhakkai,Laphoi Ashangba,Kel (hara),Bungo,Bantala kadali,Kela (hara),Rambhaa,Vazhakkaai,Arati kayi,Kaccha kela.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,BulbAndStemVegetables
D064,"Plantain, stem",Musa x paradisiaca,Posola,Thor,Banana stem,Kelanu thed,Kele-ka-tana,Bele Dindu,NA,Nud kait,NA,Unnipindi,Lafu,Kelicha khunt,NA,Kadali manja,Kele da tana,NA,Vazhai thandu,Arati doota.,NA,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,BulbAndStemVegetables
D065,"Pumpkin, green, cylindrical",Cucurbita maxima,Rongalao,Kumro,NA,Kohlu,Kaddu,Kumbala kash,Paarimal,Pathaw,NA,Mathan,Mairen,Lal bhopla,Farsi,Kakharu,Kaddu,Kummaandah,Parangikkai,Gummadi kaya,Kaddu.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,CucumbersGourdsAndSquashes
D066,"Pumpkin, orange, round",Cucurbita maxima,Rongalao,Kumro,NA,Kohlu,Kaddu,Kumbala kash,Paarimal,Pathaw saw,NA,Mathan,Mairen,Lal bhopla,Farsi,Kakharu,Kaddu,Kummaandah,Parangikkai,Gummadi,Kaddu.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,CucumbersGourdsAndSquashes
D067,"Red gram, tender, fresh",Cajanus cajan,NA,NA,Pigeon pea,NA,Arhar ki fali,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thuvarai,Pacchi Kandulu,Hara tuvar.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,PulsesAndLegumes
D068,Ridge gourd,Luffa acutangula,Jikaa,Jhinge,Luffa,Turia,Torai,Heeraikai,Turrel,Jingka,Gurdudde,Peechinga,Sebot,Dodka,NA,Janhi,Kali tori,NA,Peerkankai,Beera kaya,Turai.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,CucumbersGourdsAndSquashes
D069,"Ridge gourd, smooth skin",Luffa acutangula,Bhol,Jhinge,Luffa,Turia,Torai,Heeraikai,Turrel,Jingka,Gurdudde,Peechinga,Sebot,Dodka,NA,Janchi,Kali tori,NA,Peerkankai,Beera kaya,Turai.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,CucumbersGourdsAndSquashes
D070,"Snake gourd, long, pale green",Trichosanthes anguina,Dhunduli,Chichinga,NA,Pandola,Chachinda,Podavala,NA,Jingka,NA,Padavalanga,NA,Padwal,Chichindo,Chachinda,Galartori,Cicinndda,Pudalangai,Potla kaya,Chichinda.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,CucumbersGourdsAndSquashes
D071,"Snake gourd, long, dark green",Trichosanthes anguina,Dhunduli,Chichinga,NA,Pandola,Chachinda,Podavala,NA,Jingka,NA,Padavalanga,NA,Padwal,Chichindo,Chachinda,Galartori,Cicinndda,Pudalangai,Potla kaya,Chichinda.,NA,Other Vegetables,vegetarian eggetarian fishetarian veg,CucumbersGourdsAndSquashes
